Register_No,Batch,Sex,Age,Address,Mother Education,Father Education,Financial Status,SSLC marks,PUC marks,BE_marks,Number of failures,Bad habits,Study time,Activities,Sports,Health,Scholarships
4RA15ME049,15,female,22,Urban,Degree,PUC/Diploma,Medium,82,81,81,0,Yes,2,Yes,No,Good,No
4RA15ME050,15,female,22,Urban,PUC/Diploma,Degree,Rich,59,55,63,0,Yes,1,No,No,Good,Yes
4RA15ME051,15,female,22,Urban,Degree,SSLC,Medium,89,88,81,0,No,3,Yes,Yes,Poor,No
4RA15ME052,15,male,22,Urban,SSLC,SSLC,Rich,75,72,71,0,No,3,No,No,Good,Yes
4RA15ME053,15,male,22,Urban,SSLC,SSLC,Poor,55,67,79,0,Yes,1,No,No,Good,Yes
4RA15ME054,15,female,22,Urban,SSLC,PUC/Diploma,Medium,94,84,77,0,No,2,Yes,No,Good,Yes
4RA15ME055,15,male,22,Rural,Degree,SSLC,Medium,91,79,76,0,Yes,1,Yes,Yes,Poor,No
4RA15ME056,15,female,22,Rural,Degree,PUC/Diploma,Poor,81,76,67,0,No,5,Yes,No,Poor,Yes
4RA15ME057,15,female,22,Urban,SSLC,PUC/Diploma,Poor,35,46,60,0,No,4,No,Yes,Good,No
4RA15ME058,15,male,22,Rural,PUC/Diploma,PUC/Diploma,Poor,87,77,80,0,Yes,1,Yes,Yes,Good,Yes
4RA15ME059,15,female,24,Rural,SSLC,PUC/Diploma,Medium,34,25,53,2,Yes,3,No,No,Good,Yes
4RA15ME060,15,female,22,Urban,PUC/Diploma,PUC/Diploma,Poor,87,79,78,0,No,2,No,No,Good,No
4RA15ME061,15,male,22,Rural,PUC/Diploma,SSLC,Medium,59,55,69,0,Yes,2,Yes,No,Good,No
4RA15ME062,15,male,22,Urban,Degree,SSLC,Rich,62,47,53,0,No,3,No,Yes,Poor,Yes
4RA15ME063,15,female,22,Rural,Degree,PUC/Diploma,Medium,65,69,54,0,Yes,5,Yes,No,Poor,Yes
4RA15ME064,15,female,22,Rural,SSLC,SSLC,Medium,80,93,84,0,No,5,No,No,Good,Yes
4RA15ME065,15,male,22,Rural,PUC/Diploma,PUC/Diploma,Medium,68,64,50,0,No,4,No,No,Good,No
4RA15ME066,15,female,22,Rural,PUC/Diploma,PUC/Diploma,Medium,90,81,83,0,No,4,No,No,Good,No
4RA15ME067,15,female,22,Urban,SSLC,SSLC,Medium,56,57,67,0,Yes,2,No,No,Good,Yes
4RA15ME068,15,male,21,Rural,SSLC,PUC/Diploma,Poor,78,80,75,0,Yes,2,No,No,Good,No
4RA15ME070,15,female,22,Urban,Degree,PUC/Diploma,Rich,63,57,60,0,Yes,1,Yes,Yes,Good,No
4RA15ME071,15,male,22,Urban,Degree,SSLC,Medium,54,55,53,0,No,2,No,Yes,Good,No
4RA15ME072,15,female,22,Urban,SSLC,SSLC,Medium,56,64,53,0,Yes,2,No,No,Good,No
4RA15ME073,15,female,22,Urban,SSLC,SSLC,Medium,64,53,47,0,No,5,Yes,Yes,Good,No
4RA15ME074,15,female,22,Urban,SSLC,SSLC,Medium,50,44,31,1,No,5,Yes,No,Good,No
4RA15ME075,15,male,22,Rural,SSLC,SSLC,Medium,74,80,77,0,Yes,3,No,No,Good,No
4RA16CS001,16,male,21,Rural,SSLC,PUC/Diploma,Medium,48,57,58,0,No,4,Yes,Yes,Poor,Yes
4RA16CS002,16,female,21,Urban,SSLC,PUC/Diploma,Poor,56,58,53,0,Yes,4,No,No,Poor,No
4RA16CS003,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Medium,76,67,54,0,Yes,1,No,Yes,Good,No
4RA16CS004,16,male,21,Rural,SSLC,SSLC,Medium,89,74,73,0,Yes,5,No,Yes,Good,Yes
4RA16CS005,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Medium,38,53,61,0,Yes,3,Yes,No,Good,No
4RA16CS006,16,female,21,Urban,PUC/Diploma,SSLC,Medium,53,48,45,0,Yes,3,Yes,Yes,Poor,Yes
4RA16CS007,16,male,21,Rural,SSLC,SSLC,Rich,69,64,72,0,Yes,1,Yes,Yes,Good,No
4RA16CS009,16,female,21,Urban,SSLC,Degree,Poor,78,89,80,0,Yes,4,Yes,Yes,Good,No
4RA16CS010,16,female,21,Rural,SSLC,SSLC,Poor,95,84,80,0,No,3,Yes,Yes,Good,Yes
4RA16CS011,16,female,21,Urban,SSLC,Degree,Medium,36,42,44,0,No,2,No,No,Good,No
4RA16CS012,16,female,23,Rural,SSLC,SSLC,Medium,34,25,44,2,Yes,2,Yes,No,Good,Yes
4RA16CS013,16,female,21,Urban,PUC/Diploma,SSLC,Poor,69,64,58,0,Yes,4,No,No,Good,Yes
4RA16CS014,16,male,22,Rural,SSLC,Degree,Poor,35,20,43,1,Yes,5,No,Yes,Poor,Yes
4RA16CS015,16,male,21,Urban,SSLC,PUC/Diploma,Medium,58,71,56,0,Yes,1,No,No,Poor,Yes
4RA16CS016,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Medium,65,73,62,0,No,4,Yes,No,Good,Yes
4RA16CS017,16,female,21,Rural,SSLC,PUC/Diploma,Medium,71,73,72,0,Yes,3,No,No,Poor,No
4RA16CS018,16,male,21,Urban,SSLC,PUC/Diploma,Medium,84,79,79,0,Yes,5,No,Yes,Good,No
4RA16CS019,16,female,21,Rural,PUC/Diploma,SSLC,Poor,41,35,40,0,Yes,1,No,Yes,Good,Yes
4RA16CS020,16,female,21,Rural,PUC/Diploma,SSLC,Rich,52,40,36,0,No,3,Yes,Yes,Poor,Yes
4RA16CS021,16,female,21,Urban,Degree,PUC/Diploma,Rich,69,57,72,0,Yes,4,No,Yes,Good,Yes
4RA16CS022,16,female,21,Rural,SSLC,SSLC,Rich,67,77,76,0,Yes,3,No,Yes,Good,Yes
4RA16CS023,16,female,21,Rural,SSLC,Degree,Poor,66,52,43,0,Yes,2,No,No,Poor,No
4RA16CS024,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Medium,87,85,78,0,No,1,Yes,No,Good,Yes
4RA16CS025,16,male,21,Rural,PUC/Diploma,PUC/Diploma,Rich,62,53,42,0,No,1,Yes,Yes,Poor,No
4RA16CS026,16,male,20,Urban,SSLC,Degree,Poor,64,67,64,0,Yes,4,No,No,Poor,Yes
4RA16CS027,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Medium,50,62,50,0,Yes,4,No,Yes,Good,No
4RA16CS028,16,female,22,Urban,SSLC,Degree,Poor,38,23,37,1,No,1,Yes,No,Poor,Yes
4RA16CS029,16,female,22,Rural,PUC/Diploma,PUC/Diploma,Medium,37,34,35,1,Yes,1,Yes,No,Good,No
4RA16CS030,16,male,21,Rural,SSLC,PUC/Diploma,Medium,63,72,73,0,Yes,1,Yes,Yes,Good,Yes
4RA16CS031,16,female,21,Rural,SSLC,Degree,Medium,95,82,80,0,Yes,3,No,No,Good,No
4RA16CS032,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Medium,68,67,61,0,Yes,1,No,Yes,Good,Yes
4RA16CS033,16,female,22,Rural,SSLC,PUC/Diploma,Medium,56,61,61,0,No,5,No,No,Good,No
4RA16CS034,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Medium,88,86,75,0,Yes,1,Yes,Yes,Poor,No
4RA16CS035,16,male,21,Rural,SSLC,Degree,Medium,56,71,60,0,Yes,4,No,No,Good,Yes
4RA16CS036,16,male,21,Urban,PUC/Diploma,Degree,Rich,71,69,61,0,No,5,Yes,Yes,Good,Yes
4RA16CS037,16,male,21,Rural,SSLC,Degree,Rich,84,74,59,0,No,2,Yes,Yes,Good,Yes
4RA16CS038,16,male,21,Rural,Degree,Degree,Rich,89,81,69,0,Yes,1,Yes,No,Good,Yes
4RA16CS039,16,male,22,Urban,SSLC,PUC/Diploma,Rich,35,47,32,1,No,2,Yes,No,Good,No
4RA16CS040,16,male,21,Rural,SSLC,PUC/Diploma,Medium,48,60,70,0,Yes,4,No,Yes,Poor,Yes
4RA16CS041,16,male,21,Urban,PUC/Diploma,Degree,Medium,45,46,35,0,No,4,No,Yes,Good,No
4RA16CS042,16,male,21,Urban,SSLC,PUC/Diploma,Rich,86,83,76,0,Yes,5,Yes,No,Good,Yes
4RA16CS043,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Medium,63,52,40,0,No,5,Yes,No,Good,Yes
4RA16CS044,16,male,21,Urban,Degree,Degree,Medium,68,83,82,0,No,4,No,No,Good,Yes
4RA16CS045,16,female,21,Urban,SSLC,SSLC,Medium,56,71,71,0,Yes,3,No,No,Poor,Yes
4RA16CS046,16,female,23,Rural,PUC/Diploma,SSLC,Medium,39,31,31,2,No,5,Yes,No,Good,Yes
4RA16CS047,16,male,21,Rural,SSLC,PUC/Diploma,Medium,65,50,44,0,Yes,3,No,No,Poor,No
4RA16CS048,16,male,21,Rural,PUC/Diploma,PUC/Diploma,Poor,88,77,79,0,Yes,2,No,No,Good,Yes
4RA16CS049,16,male,21,Rural,PUC/Diploma,SSLC,Poor,39,46,36,0,Yes,3,No,No,Good,No
4RA16CS050,16,female,21,Urban,SSLC,SSLC,Rich,80,81,75,0,Yes,5,No,No,Good,Yes
4RA16CS051,16,female,20,Urban,PUC/Diploma,PUC/Diploma,Medium,57,45,38,0,Yes,3,Yes,Yes,Good,No
4RA16CS052,16,male,21,Urban,SSLC,Degree,Poor,71,79,69,0,No,1,No,No,Poor,Yes
4RA16CS053,16,male,21,Rural,SSLC,SSLC,Medium,83,77,77,0,No,5,Yes,No,Poor,Yes
4RA16CS055,16,female,21,Rural,Degree,SSLC,Rich,42,36,40,0,Yes,2,No,Yes,Good,No
4RA16CS056,16,female,22,Rural,PUC/Diploma,PUC/Diploma,Medium,40,46,33,1,No,3,Yes,Yes,Good,Yes
4RA16CS057,16,male,21,Rural,Degree,PUC/Diploma,Poor,95,87,72,0,Yes,2,Yes,No,Good,Yes
4RA16CS058,16,female,21,Urban,SSLC,PUC/Diploma,Poor,91,93,81,0,Yes,4,Yes,Yes,Poor,No
4RA16CS059,16,female,21,Urban,Degree,SSLC,Poor,57,61,75,0,Yes,5,No,Yes,Good,Yes
4RA16CS060,16,male,22,Urban,SSLC,SSLC,Medium,90,93,90,0,No,1,No,Yes,Good,Yes
4RA16CS061,16,female,21,Rural,SSLC,SSLC,Medium,57,52,61,0,No,1,Yes,Yes,Good,Yes
4RA16CS062,16,male,21,Rural,PUC/Diploma,PUC/Diploma,Rich,45,40,39,0,No,1,Yes,Yes,Good,Yes
4RA16CS063,16,male,21,Rural,PUC/Diploma,PUC/Diploma,Medium,80,71,70,0,Yes,2,No,No,Good,Yes
4RA16CS064,16,female,20,Urban,SSLC,PUC/Diploma,Medium,63,59,58,0,Yes,1,Yes,Yes,Good,No
4RA16CS065,16,female,21,Urban,PUC/Diploma,Degree,Rich,75,72,59,0,Yes,1,No,No,Good,No
4RA16CS066,16,female,21,Urban,Degree,Degree,Rich,81,91,77,0,No,5,Yes,Yes,Good,Yes
4RA16CS067,16,male,23,Rural,SSLC,Degree,Rich,35,23,33,2,No,2,Yes,Yes,Good,No
4RA16CS068,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Rich,86,80,76,0,Yes,3,Yes,No,Good,No
4RA16CS070,16,female,21,Urban,PUC/Diploma,SSLC,Rich,79,71,82,0,No,3,Yes,No,Good,No
4RA16CS071,16,female,22,Urban,SSLC,PUC/Diploma,Medium,37,47,33,1,Yes,5,Yes,No,Good,Yes
4RA16CS072,16,male,21,Urban,SSLC,SSLC,Poor,90,83,69,0,No,1,Yes,No,Good,Yes
4RA16CS073,16,female,21,Rural,SSLC,PUC/Diploma,Medium,62,57,51,0,Yes,3,No,No,Poor,Yes
4RA16CS074,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Poor,70,57,72,0,No,3,No,No,Good,Yes
4RA16CS075,16,male,21,Urban,SSLC,SSLC,Medium,54,62,53,0,Yes,2,Yes,Yes,Good,No
4RA16CV001,16,male,21,Rural,PUC/Diploma,SSLC,Rich,63,54,39,0,Yes,4,No,No,Good,No
4RA16CV002,16,male,21,Urban,SSLC,PUC/Diploma,Medium,71,62,72,0,Yes,4,Yes,Yes,Poor,Yes
4RA16CV003,16,male,21,Urban,SSLC,PUC/Diploma,Medium,87,80,82,0,Yes,1,Yes,Yes,Good,No
4RA16CV004,16,male,21,Rural,Degree,Degree,Medium,58,63,55,0,Yes,1,Yes,No,Good,Yes
4RA16CV005,16,female,21,Rural,Degree,Degree,Medium,62,68,71,0,Yes,3,No,Yes,Good,Yes
4RA16CV006,16,female,21,Rural,PUC/Diploma,Degree,Poor,82,81,67,0,Yes,5,Yes,No,Good,Yes
4RA16CV007,16,female,22,Urban,SSLC,PUC/Diploma,Rich,47,32,45,1,No,5,Yes,No,Good,No
4RA16CV008,16,male,21,Urban,Degree,PUC/Diploma,Poor,79,84,72,0,No,3,No,No,Poor,Yes
4RA16CV009,16,female,21,Urban,SSLC,PUC/Diploma,Poor,62,68,80,0,No,5,Yes,Yes,Poor,No
4RA16CV010,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Medium,58,71,79,0,No,2,No,No,Good,No
4RA16CV011,16,female,21,Rural,SSLC,SSLC,Medium,67,55,58,0,No,4,No,No,Good,No
4RA16CV012,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Medium,92,90,87,0,Yes,3,No,Yes,Good,No
4RA16CV013,16,male,22,Rural,PUC/Diploma,PUC/Diploma,Rich,35,30,52,1,No,1,Yes,Yes,Good,Yes
4RA16CV014,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Medium,82,84,73,0,No,5,Yes,Yes,Good,No
4RA16CV015,16,male,22,Rural,SSLC,SSLC,Medium,69,59,65,0,No,3,Yes,No,Good,No
4RA16CV016,16,male,21,Rural,PUC/Diploma,PUC/Diploma,Rich,68,69,63,0,No,1,Yes,No,Good,No
4RA16CV017,16,male,21,Rural,SSLC,Degree,Medium,80,68,74,0,Yes,5,No,No,Good,No
4RA16CV018,16,female,21,Urban,SSLC,SSLC,Poor,42,56,63,0,Yes,4,No,Yes,Good,Yes
4RA16CV019,16,female,21,Rural,Degree,Degree,Medium,95,84,83,0,No,1,No,Yes,Good,No
4RA16CV020,16,female,20,Urban,Degree,PUC/Diploma,Rich,87,86,75,0,No,3,Yes,No,Good,Yes
4RA16CV021,16,male,21,Rural,SSLC,SSLC,Poor,60,58,71,0,Yes,4,No,No,Good,Yes
4RA16CV022,16,female,22,Urban,SSLC,SSLC,Poor,45,45,32,1,Yes,2,No,No,Good,No
4RA16CV023,16,male,21,Urban,Degree,PUC/Diploma,Rich,91,77,76,0,Yes,4,Yes,Yes,Good,No
4RA16CV024,16,male,21,Rural,SSLC,PUC/Diploma,Poor,87,79,65,0,Yes,4,No,Yes,Poor,Yes
4RA16CV025,16,male,21,Rural,SSLC,SSLC,Medium,85,83,69,0,Yes,1,Yes,Yes,Good,Yes
4RA16CV026,16,female,22,Rural,SSLC,PUC/Diploma,Poor,62,77,81,0,Yes,2,No,No,Good,No
4RA16CV027,16,male,21,Rural,SSLC,PUC/Diploma,Medium,62,73,75,0,No,2,Yes,No,Good,No
4RA16CV028,16,male,20,Rural,Degree,SSLC,Medium,64,61,57,0,No,2,No,No,Good,No
4RA16CV029,16,male,21,Urban,SSLC,PUC/Diploma,Poor,76,64,67,0,Yes,5,Yes,Yes,Poor,Yes
4RA16CV031,16,male,22,Urban,PUC/Diploma,SSLC,Medium,82,67,82,0,Yes,5,Yes,No,Good,No
4RA16CV032,16,female,21,Rural,SSLC,PUC/Diploma,Medium,77,77,65,0,Yes,2,Yes,Yes,Poor,No
4RA16CV033,16,male,21,Urban,Degree,SSLC,Medium,85,86,83,0,No,2,No,No,Good,Yes
4RA16CV034,16,male,21,Urban,SSLC,Degree,Rich,49,61,68,0,Yes,1,No,No,Good,Yes
4RA16CV035,16,female,23,Rural,SSLC,PUC/Diploma,Medium,34,43,39,1,No,5,Yes,Yes,Good,No
4RA16CV036,16,male,21,Urban,SSLC,PUC/Diploma,Rich,44,36,45,0,No,5,No,Yes,Good,Yes
4RA16CV037,16,male,21,Urban,SSLC,Degree,Medium,90,79,69,0,No,5,Yes,Yes,Good,Yes
4RA16CV038,16,female,22,Urban,PUC/Diploma,PUC/Diploma,Medium,39,38,34,1,No,1,Yes,Yes,Good,No
4RA16CV039,16,male,21,Rural,SSLC,PUC/Diploma,Poor,69,81,75,0,Yes,1,No,No,Good,No
4RA16CV040,16,male,21,Urban,SSLC,PUC/Diploma,Poor,63,68,70,0,Yes,2,No,No,Good,No
4RA16CV041,16,female,20,Rural,SSLC,SSLC,Poor,61,49,49,0,No,3,Yes,No,Good,No
4RA16CV042,16,female,21,Rural,Degree,Degree,Poor,39,41,36,0,Yes,3,No,Yes,Good,Yes
4RA16CV044,16,female,23,Rural,PUC/Diploma,PUC/Diploma,Poor,35,22,33,2,No,3,Yes,No,Good,No
4RA16CV045,16,female,21,Rural,SSLC,PUC/Diploma,Medium,58,66,55,0,Yes,1,Yes,Yes,Good,Yes
4RA16CV046,16,female,21,Urban,SSLC,SSLC,Medium,50,50,44,0,No,4,Yes,Yes,Poor,Yes
4RA16CV047,16,male,21,Urban,SSLC,SSLC,Poor,78,84,69,0,No,2,Yes,Yes,Poor,No
4RA16CV048,16,male,21,Rural,SSLC,PUC/Diploma,Medium,75,68,54,0,No,4,Yes,No,Good,No
4RA16CV049,16,male,21,Urban,SSLC,PUC/Diploma,Rich,79,72,75,0,Yes,5,Yes,No,Good,No
4RA16CV050,16,female,21,Urban,SSLC,PUC/Diploma,Rich,59,67,82,0,Yes,2,No,Yes,Poor,Yes
4RA16CV051,16,male,21,Urban,SSLC,Degree,Medium,77,63,56,0,No,1,No,Yes,Poor,Yes
4RA16CV052,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Poor,37,37,45,0,Yes,5,No,No,Good,Yes
4RA16CV053,16,female,21,Rural,SSLC,Degree,Medium,52,55,56,0,No,3,Yes,No,Poor,No
4RA16CV054,16,female,21,Rural,SSLC,PUC/Diploma,Medium,47,56,66,0,Yes,2,No,No,Good,No
4RA16CV055,16,male,21,Rural,Degree,PUC/Diploma,Poor,67,75,62,0,Yes,5,No,No,Good,No
4RA16CV056,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Medium,76,61,48,0,No,2,No,No,Poor,No
4RA16CV057,16,male,21,Urban,SSLC,SSLC,Rich,52,61,54,0,No,1,Yes,Yes,Good,No
4RA16CV058,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Poor,54,65,79,0,Yes,1,Yes,No,Good,Yes
4RA16CV059,16,female,22,Rural,PUC/Diploma,Degree,Medium,95,85,81,0,No,5,Yes,Yes,Good,Yes
4RA16CV060,16,female,21,Rural,SSLC,Degree,Medium,76,83,75,0,No,4,Yes,No,Good,No
4RA16CV062,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Rich,55,63,74,0,No,2,No,Yes,Good,Yes
4RA16CV063,16,male,21,Rural,PUC/Diploma,SSLC,Poor,72,61,60,0,Yes,5,No,No,Good,No
4RA16CV064,16,female,21,Urban,Degree,Degree,Poor,49,53,41,0,No,5,No,Yes,Good,Yes
4RA16CV065,16,male,21,Rural,PUC/Diploma,PUC/Diploma,Medium,50,43,52,0,Yes,3,Yes,Yes,Poor,No
4RA16CV066,16,female,23,Urban,SSLC,SSLC,Poor,34,34,55,2,No,4,Yes,No,Poor,No
4RA16CV067,16,female,21,Urban,SSLC,PUC/Diploma,Medium,74,89,82,0,No,2,Yes,Yes,Good,Yes
4RA16CV068,16,male,21,Rural,Degree,PUC/Diploma,Poor,36,44,51,0,No,2,Yes,No,Good,No
4RA16CV069,16,male,21,Rural,SSLC,SSLC,Medium,42,47,54,0,No,2,No,No,Good,No
4RA16CV070,16,female,21,Rural,SSLC,PUC/Diploma,Medium,68,67,55,0,Yes,3,No,No,Poor,Yes
4RA16CV071,16,female,21,Urban,SSLC,PUC/Diploma,Medium,36,37,48,0,Yes,2,Yes,No,Good,No
4RA16CV072,16,female,21,Urban,SSLC,PUC/Diploma,Medium,44,41,56,0,Yes,5,No,No,Good,Yes
4RA16CV073,16,male,21,Rural,SSLC,Degree,Medium,86,93,87,0,No,5,Yes,Yes,Good,Yes
4RA16CV074,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Medium,94,82,83,0,Yes,4,Yes,No,Poor,Yes
4RA16CV075,16,male,21,Urban,PUC/Diploma,SSLC,Rich,92,87,69,0,No,3,Yes,Yes,Good,No
4RA16EC001,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Poor,54,55,64,0,Yes,1,Yes,No,Good,No
4RA16EC002,16,male,21,Urban,SSLC,PUC/Diploma,Medium,92,87,77,0,No,1,No,No,Good,No
4RA16EC003,16,female,22,Rural,SSLC,PUC/Diploma,Poor,60,74,60,0,No,4,No,No,Good,No
4RA16EC004,16,male,21,Rural,SSLC,SSLC,Medium,46,39,49,0,Yes,1,Yes,Yes,Good,No
4RA16EC005,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Medium,74,76,76,0,Yes,1,No,No,Good,Yes
4RA16EC007,16,male,21,Rural,SSLC,PUC/Diploma,Medium,37,44,40,0,Yes,1,Yes,Yes,Good,No
4RA16EC008,16,female,22,Rural,PUC/Diploma,Degree,Medium,73,69,82,0,No,5,Yes,Yes,Good,No
4RA16EC009,16,female,21,Urban,PUC/Diploma,SSLC,Medium,63,55,41,0,No,4,Yes,Yes,Good,No
4RA16EC010,16,female,21,Urban,SSLC,PUC/Diploma,Poor,55,70,55,0,Yes,5,Yes,Yes,Good,No
4RA16EC011,16,male,21,Urban,SSLC,PUC/Diploma,Poor,55,51,50,0,Yes,2,No,Yes,Poor,Yes
4RA16EC012,16,female,21,Urban,SSLC,SSLC,Medium,45,51,44,0,No,5,No,No,Poor,No
4RA16EC013,16,male,21,Rural,SSLC,PUC/Diploma,Medium,79,73,59,0,No,4,Yes,Yes,Good,No
4RA16EC014,16,male,21,Rural,SSLC,SSLC,Rich,61,66,64,0,No,5,No,No,Good,Yes
4RA16EC015,16,male,21,Urban,SSLC,PUC/Diploma,Medium,72,76,76,0,No,5,No,No,Good,No
4RA16EC017,16,male,21,Urban,SSLC,SSLC,Rich,83,73,74,0,No,4,Yes,Yes,Poor,No
4RA16EC018,16,female,21,Rural,SSLC,PUC/Diploma,Rich,76,64,57,0,Yes,5,No,Yes,Good,Yes
4RA16EC019,16,female,21,Urban,PUC/Diploma,SSLC,Medium,39,36,38,0,No,2,No,No,Good,No
4RA16EC020,16,male,21,Rural,PUC/Diploma,SSLC,Medium,78,82,81,0,Yes,5,Yes,No,Poor,No
4RA16EC021,16,female,21,Urban,Degree,SSLC,Medium,60,59,45,0,No,3,No,No,Good,No
4RA16EC023,16,female,21,Urban,Degree,SSLC,Medium,93,80,72,0,No,1,No,No,Poor,No
4RA16EC024,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Medium,55,67,69,0,Yes,4,Yes,Yes,Good,Yes
4RA16EC025,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Rich,64,57,59,0,No,1,No,No,Good,No
4RA16EC026,16,female,21,Rural,PUC/Diploma,SSLC,Rich,61,53,67,0,Yes,1,No,No,Poor,No
4RA16EC027,16,female,21,Rural,SSLC,PUC/Diploma,Poor,51,58,71,0,Yes,2,No,Yes,Good,Yes
4RA16EC028,16,female,21,Urban,PUC/Diploma,PUC/Diploma,Medium,78,71,81,0,No,1,No,No,Good,Yes
4RA16EC029,16,male,21,Rural,SSLC,PUC/Diploma,Rich,77,90,90,0,Yes,3,No,No,Good,Yes
4RA16EC030,16,male,22,Urban,SSLC,SSLC,Medium,47,44,29,1,No,5,Yes,No,Good,No
4RA16EC031,16,male,21,Rural,SSLC,SSLC,Medium,87,78,83,0,Yes,5,No,No,Good,No
4RA16EC032,16,female,21,Rural,SSLC,SSLC,Medium,94,88,87,0,Yes,1,Yes,No,Poor,No
4RA16EC033,16,female,21,Rural,PUC/Diploma,PUC/Diploma,Medium,42,47,57,0,Yes,3,No,Yes,Good,Yes
4RA16EC034,16,male,21,Rural,PUC/Diploma,SSLC,Rich,55,58,44,0,Yes,4,No,No,Good,No
4RA16EC035,16,male,21,Rural,SSLC,SSLC,Medium,70,61,47,0,No,1,No,No,Good,No
4RA16EC036,16,male,21,Urban,SSLC,PUC/Diploma,Rich,89,81,72,0,Yes,2,No,Yes,Good,No
4RA16EC037,16,male,21,Urban,SSLC,SSLC,Medium,90,84,69,0,No,5,No,No,Good,Yes
4RA16EC038,16,female,21,Urban,SSLC,SSLC,Medium,70,75,67,0,No,2,No,Yes,Good,No
4RA16EC039,16,male,21,Urban,PUC/Diploma,SSLC,Medium,96,85,84,0,Yes,1,No,No,Good,Yes
4RA16EC040,16,male,21,Urban,PUC/Diploma,Degree,Poor,67,67,71,0,No,5,No,Yes,Good,No
4RA16EC042,16,female,21,Rural,SSLC,SSLC,Medium,71,56,68,0,Yes,5,Yes,Yes,Good,Yes
4RA16EC043,16,female,21,Rural,SSLC,SSLC,Rich,42,53,42,0,Yes,3,No,Yes,Good,Yes
4RA16EC044,16,female,21,Urban,Degree,Degree,Medium,91,90,82,0,Yes,1,No,No,Poor,Yes
4RA16EC045,16,male,21,Urban,PUC/Diploma,SSLC,Medium,84,93,92,0,Yes,2,No,No,Poor,No
4RA16EC046,16,female,21,Urban,SSLC,PUC/Diploma,Medium,86,84,74,0,No,3,Yes,Yes,Good,No
4RA16EC047,16,female,21,Rural,SSLC,PUC/Diploma,Medium,93,88,80,0,No,4,Yes,No,Poor,Yes
4RA16EC048,16,male,21,Urban,PUC/Diploma,PUC/Diploma,Medium,64,65,76,0,No,2,No,Yes,Good,No
4RA16EC049,16,male,21,Rural,PUC/Diploma,Degree,Medium,73,71,57,0,No,5,No,No,Good,Yes
4RA16EC050,16,female,21,Rural,SSLC,PUC/Diploma,Poor,82,80,78,0,No,3,No,Yes,Poor,Yes
4RA16EC051,16,male,20,Rural,SSLC,PUC/Diploma,Medium,52,52,41,0,No,4,No,Yes,Good,Yes
4RA16EC052,16,female,21,Rural,PUC/Diploma,Degree,Poor,67,74,72,0,No,3,Yes,Yes,Good,Yes
4RA16EC053,16,male,21,Urban,PUC/Diploma,SSLC,Medium,42,39,49,0,No,4,No,Yes,Good,No
4RA16EC054,16,female,21,Urban,SSLC,PUC/Diploma,Medium,88,79,76,0,No,1,Yes,No,Poor,No
4RA16EC055,16,male,21,Rural,Degree,PUC/Diploma,Poor,49,53,59,0,Yes,1,No,No,Good,No
4RA16EC056,16,male,21,Urban,SSLC,PUC/Diploma,Medium,64,60,47,0,No,1,Yes,Yes,Good,No
4RA16EC057,16,male,21,Rural,Degree,PUC/Diploma,Medium,62,68,75,0,Yes,4,Yes,No,Poor,Yes
4RA16EC058,16,male,22,Urban,SSLC,PUC/Diploma,Rich,40,50,36,0,No,4,Yes,No,Poor,No
4RA16EC059,16,female,21,Rural,PUC/Diploma,SSLC,Poor,55,63,74,0,No,3,No,Yes,Good,No
4RA16EC060,16,female,21,Urban,SSLC,PUC/Diploma,Poor,43,37,40,0,No,4,Yes,Yes,Good,Yes
4RA16EC061,16,female,21,Urban,PUC/Diploma,SSLC,Medium,91,91,82,0,Yes,5,Yes,No,Good,Yes
4RA16EC062,16,male,21,Rural,Degree,Degree,Medium,69,82,79,0,No,2,Yes,Yes,Poor,Yes
4RA16EC063,16,male,23,Urban,SSLC,PUC/Diploma,Medium,33,34,46,2,Yes,4,Yes,No,Good,Yes
4RA16EC064,16,female,21,Urban,SSLC,PUC/Diploma,Medium,71,68,53,0,No,1,No,Yes,Good,No
4RA16EC065,16,female,21,Urban,Degree,PUC/Diploma,Medium,71,60,65,0,Yes,1,No,Yes,Poor,No
